               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  79,            0.020478,           0.0045764,                   0,             0.86468,             0.81933,             0.90596,             0.71231,           0.0097716,           0.0051412,                   0,            0.004852,            0.004852,            0.004852
                  80,            0.020232,           0.0044931,                   0,             0.86228,             0.83511,             0.91065,             0.71675,           0.0097941,           0.0050846,                   0,            0.004786,            0.004786,            0.004786
                  81,            0.020704,           0.0043919,                   0,             0.87349,             0.81414,             0.90865,             0.71671,           0.0097465,           0.0050843,                   0,             0.00472,             0.00472,             0.00472
                  82,            0.020774,           0.0044981,                   0,             0.84636,             0.84125,             0.90858,             0.71505,           0.0097712,           0.0051054,                   0,            0.004654,            0.004654,            0.004654
                  83,            0.021153,           0.0045467,                   0,             0.84819,             0.84243,             0.90568,              0.7131,           0.0098278,           0.0051426,                   0,            0.004588,            0.004588,            0.004588
                  84,            0.020933,           0.0045345,                   0,             0.85883,             0.82216,              0.9101,             0.71492,           0.0098042,           0.0051348,                   0,            0.004522,            0.004522,            0.004522
                  85,            0.020127,           0.0044832,                   0,             0.86103,             0.82239,             0.90806,             0.71611,           0.0097106,           0.0051078,                   0,            0.004456,            0.004456,            0.004456
                  86,            0.020117,           0.0043716,                   0,             0.86139,             0.82539,             0.90958,              0.7184,           0.0097654,           0.0050892,                   0,             0.00439,             0.00439,             0.00439
                  87,            0.020093,           0.0045088,                   0,             0.87598,             0.81921,             0.90595,              0.7171,           0.0098107,           0.0051409,                   0,            0.004324,            0.004324,            0.004324
                  88,            0.020485,           0.0044367,                   0,             0.87744,             0.81651,             0.90636,             0.71521,           0.0098776,           0.0051688,                   0,            0.004258,            0.004258,            0.004258
                  89,            0.020514,           0.0044919,                   0,             0.87017,             0.82732,             0.90982,             0.71914,           0.0098036,           0.0051696,                   0,            0.004192,            0.004192,            0.004192
                  90,             0.02042,           0.0044685,                   0,             0.84937,             0.84278,             0.91313,             0.72385,            0.009691,           0.0051347,                   0,            0.004126,            0.004126,            0.004126
                  91,            0.020388,           0.0045389,                   0,             0.85361,             0.83441,             0.91332,              0.7261,           0.0096346,           0.0050914,                   0,             0.00406,             0.00406,             0.00406
                  92,            0.020434,           0.0045223,                   0,             0.89347,             0.81121,             0.91484,             0.72453,           0.0096796,           0.0050777,                   0,            0.003994,            0.003994,            0.003994
                  93,            0.020018,           0.0044857,                   0,             0.88591,             0.81637,             0.91483,             0.72548,           0.0096616,           0.0050688,                   0,            0.003928,            0.003928,            0.003928
                  94,            0.020015,           0.0043252,                   0,             0.89526,              0.8151,             0.91381,             0.72502,           0.0096651,           0.0050591,                   0,            0.003862,            0.003862,            0.003862
                  95,            0.019821,           0.0044349,                   0,             0.89509,             0.81379,             0.91211,             0.72606,           0.0096636,           0.0050552,                   0,            0.003796,            0.003796,            0.003796
                  96,            0.020089,           0.0042754,                   0,             0.89138,             0.81765,             0.91232,             0.72366,           0.0096576,           0.0050417,                   0,             0.00373,             0.00373,             0.00373
                  97,            0.019815,           0.0043127,                   0,             0.88544,             0.82173,              0.9131,             0.72427,           0.0096488,            0.005039,                   0,            0.003664,            0.003664,            0.003664
                  98,            0.019633,           0.0042209,                   0,             0.88327,             0.82887,             0.91532,             0.72488,            0.009653,           0.0050403,                   0,            0.003598,            0.003598,            0.003598
                  99,            0.019539,           0.0041109,                   0,             0.87849,             0.83376,             0.91756,             0.72875,           0.0096537,           0.0050209,                   0,            0.003532,            0.003532,            0.003532
                 100,            0.019189,             0.00425,                   0,             0.88082,             0.83376,             0.91892,             0.72991,           0.0096335,           0.0050037,                   0,            0.003466,            0.003466,            0.003466
